kelime,tanımı nedir,ne işe yarar,nasıl yapılır,nerede bulunur,niçin yapılır,yanında neler bulunur,ne olunca yapılır,içinde neler bulunur,yapınca ne olur,hammaddesi nedir,neyi kimi yapılır,üst kavramı nedir,kim ne ile yapılır,kim kullanır,neye kime yapılır,sıfatları,nerede yapılır,rengi,kim ne yapar,şekli nasıl,fiziksel zihinsel,canlı cansız
kamış,"['şekerkamışı gibi türleri bulunan', 'çit', 'sulak yerlerde', 'kum kamışı', 'sert gövdesi olan bitkiler', 'sepet yapımında kullanılan bir bitki', 'sepet yapımında kullanılan bitki', 'sulak yerlerde yetişen bir bitki', 'boğumlu ve sert gövdesi olan', 'kamışı', 'bir çeşit bitki', 'uzun içi boş silindir bitki', 'içecekleri daha kolay içebilmek için kullanılan gereç', 'ağaç gövdesi', 'bir bitki türü', 'bataklıklarda vb yetişen', 'sepet yapımında yararlanılan bitkilerin ortak adı', 'içecekleri içmeyi kolaylaştıran pipet', 'sert gövdesi olan bir çeşit bitki', 'kamış', 'buğdaygillerden', 'nemli yerlerde yetişen', 'içeceğin içilmesini sağlayan şey', 'saksafonda ses çıkarmaya yarayan tahta parçası', 'sulak', 'sorguçlu kamış', 'sepet vb yapımında yararlanılan bitkilerin ortak adı', 'boğumlu', 'sıvı içecekleri içmeyi sağlayan boru biçimindeki nesne', 'süpürge kamışı']","['enstrüman yapıma', 'çit', 'bahçe çiti yapımı', 'sıvıyı çekmek', 'şey yapmak', 'şey yapımı', 'sepet yapımında kullanılır', 'müzik', 'meşrubat içmek', 'saksafonda ses çıkarır', 'içecek içmek', 'olta', 'taşımak', 'pipet', 'içme', 'çit yapımı', 'olta yapmak', 'şiş yapmak', 'balık tutmak', 'fotosentez yapar', 'mobilya', 'içecekleri kolay içmeye yarar', 'sepet ve çit yapımı', 'sepet', 'yemek', 'şey çalgı aleti', 'besin kaynağıdır', 'hasır yapımı', 'ev yapmak', 'üretim', 'sıvı çekmek', 'içmek']",,"['sulak yerler', 'göl kenarı', 'su', 'sulak yerlerde', 'masa', 'mutfak', 'stad', 'doğa', 'bardak', 'ev', 'şey', 'olta', 'orman', 'deniz kenarı', 'nehir', 'bitki', 'tarla', 'içecek', 'kafe', 'bataklıklar', 'toprak', 'sepet', 'sedir', 'derin bir yerden içecek içmeye yarayan küçük boru', 'doğada', 'bataklık', 'sandal']",,"['su', 'bilezik', 'otlar', 'yeşillikler', 'sopa', 'ot', 'bardak', 'şey', 'göl', 'nehir', 'çayır', 'balık yemi', 'yiyecek', 'bitki', 'tarla', 'içecek', 'toprak', 'çimen', 'yaprak', 'yemek', 'ağaç', 'alet', 'rüzgar', 'gölet', 'bataklık']",,"['boş', 'içecek', 'su', 'şeker', 'hücre', 'bardak', 'plastik', 'hava', 'sıvı', 'selüloz', 'saz', 'minerali', 'boşluk']",,"['tohum', 'su', 'karton', 'hücre', 'seluloz', 'grafit', 'plastik', 'tahta', 'seker', 'doğal', 'selüloz', 'ağaç', 'bitki', 'karbon', 'odun', 'saz bitkisi', 'ot', 'kamış bitkisi']",,"['hobi', 'dal', 'plastik', 'meşrubat', 'tahta', 'spor', 'müzik aleti', 'bitki', 'araç', 'alet', 'cansız', 'balıkçılık', 'malzemeleri', 'ot']",,"['sepetçi', 'balıkçılar', 'kulübe yapanlar', 'köylü', 'herkes', 'insanlar', 'çiftçiler', 'süper ve çit yapımı ile uğraşan insanlar', 'insan', 'bahçe çiti üretenler', 'restauranta giden müşteriler', 'hayvanlar', 'beyciler', 'içmek', 'müzisyen']",,['her renk'],,"['açık sarı', 'yeşil', 'değişken', 'krem', 'siyah', 'beyaz', 'mavi', 'sarı', 'herkes', 'her renk', 'kahverengi', 'bej', 'kırmzı']",,"['düz uzun', 'uzun', 'yuvarlak', 'cubuk', 'ince', 'kısa', 'plastik', 'silindir', 'uzun silindir', 'dikdörtgen', 'boru', 'ınce', 'silindirik', 'uzun silindirik']",,"['kafe', 'restaurants', 'cansız', 'canlı']"
kantar,['ayarlamalı ağırlık dlğer'],['tartma'],,"['mağaza', 'fabrika', 'mağazalardan', 'eczane', 'çiftlik', 'manav', 'hayvan pazarı', 'zeytinyağı fabrikası', 'sağlık ocağı', 'dükkan', 'maket', 'ev', 'pazar', 'hal', 'bakkal', 'sanayi', 'toptancı', 'kasap', 'yük tartan mekanizma', 'iş yeri', 'yol', 'hastane']",,['ağırlık'],,"['platformu', 'çelik', 'yük', 'ibre', 'rampa', 'meta', 'ağırlık', 'çengel', 'demir', 'tartı', 'meyve', 'yay', 'araç', 'madde', 'dijital gösterge', 'kablo', 'elektrik', 'sebze', 'ölçü göstergesi']",,"['meta', 'demir', 'gösterge', 'yay', 'karbon', 'sensör', 'çelik', 'bakır', 'kompozit malzeme']",,"['meta', 'baskül', 'kaldıraç', 'eşya', 'ağırlık ölçme malzemeleri', 'tartı', 'yay', 'terazi', 'alet', 'araç', 'nesne', 'ölçme aleti', 'mekanik malzemeler', 'cansız', 'elektronik']",,['tüccar'],,['siyah'],,"['meta', 'lacivert', 'siyah', 'kurşuni', 'uzman kişi', 'her renk', 'gri', 'kahverengi', 'kırmızı', 'gümüş', 'renkli']",,['dikdörtgen'],,['cansız']
kanunlaşmak,"['kesin karar haline gelmek', 'yasa durumuna gelmek', 'yasalaşma', 'bir kuralı herkese uygulamak', 'bir şeyin kural haline gelmesi', 'mecliste bir tasarının kabul edilmesi', 'bir konunun hukuksal açıdan yazıya dökülmesi', 'yasa haline gelmek', 'bir maddenin herkese uygulanması', 'bir durumu yasal halk getirmek', 'toplumların belli bir düzene göre yaşaması', 'bir kararı yasa haline getirmek', 'resmileşme']",,"['yazarak', 'resmi gazetede yayımlanarak', 'oy çokluğu ile', 'karar alınır', 'yasa tasarlayarak', 'onay verilerek', 'oylamayla', 'oylama', 'tartışarak', 'yasa', 'kesinlik', 'netlik', 'oylanarak', 'anlaşma', 'oy birliği ile', 'oy birliğiyle', 'onaylanmak', 'kalınlaştırarak', 'değerlendirmek', 'oybirliğiyle', 'meclis oylamasıyla', 'meclis', 'anlaşarak', 'kanun haline getirmek', 'kanun koyucular tarafından karar alınarak yapılır']",,"['kural koymak', 'yasalara ihtiyaç olduğu çin yapılır', 'güvenlik', 'ülkeyi geliştimek', 'adalet', 'düzen sağlamak', 'yasa çıkarmak', 'düzen', 'düzen vermek', 'düzenlemek', 'uygulama', 'kararı kesinleştirmek için', 'düzenleme', 'adaleti sağlamak', 'düzen oturmak', 'demokrasi', 'sistem', 'yasalaştırmak', 'iyileştirme', 'problem çözmek']",,"['toplum', 'onaylanınca', 'suç işlendiğinde', 'ihtiyaç duymak', 'kural bulmak', 'belirsizlik', 'eşitsizlik', 'yasa tasarlayınca', 'devlet', 'karara ihtiyaç olduğunda', 'yeni bir gündem', 'ihtiyaç', 'gerek olduğunda', 'kanun açığı', 'düzenleme gerektiğinde', 'yasalara ihtiyaç olunca yaparız', 'teklif etmek', 'düzensizlik', 'mecliste kabu edilmek', 'oy verince']",,"['kanun', 'adalet korunmuş', 'resmileşme', 'resmi gazetede yayınlanmak', 'refah', 'adalet', 'düzen sağlamak', 'yasa', 'düzen', 'yasaya uymak', 'kurala uymak', 'kanun olmak', 'kural konmuş olur', 'netleştirmek', 'insanlar uymak zorunda kalır', 'sistem', 'eşitlik', 'yasalaşmış oluruz', 'kesin karar elde edilir', 'yürürlüğe girer']",,"['kararı', 'olay', 'yürütme', 'yasa', 'planlama', 'kural', 'beni', 'anayasa', 'konuşma', 'fıkra', 'tüzük', 'durum', 'davranış', 'karar']",,"['kanun', 'oy', 'yasalar', 'hüküm', 'oylama', 'yasa ile', 'yasa', 'cumhurbaşkanı', 'milletvekili', 'insan', 'karar', 'devlet', 'yazı', 'tbmm', 'hakim', 'meclis', 'anayasa kararı', 'cumhurbaşkanı imzası', 'toplantı']",,"['vatandaşlara', 'halk', 'halka', 'kamu', 'hırsız', 'toplum', 'anayasa', 'kurum', 'vatandaş', 'kural', 'millete', 'hukuğa', 'kaçak', 'millet', 'kanunsuz', 'insan', 'devlet']",,"['yasada', 'meclis', 'anayasa', 'ülke', 'adalet sarayı', 'mahkeme', 'tbmm', 'labaratuvar', 'anayasada', 'mecliste', 'başkent', 'devlet']",,"['kanun', 'kanun teklifi', 'yasa tasarısı', 'toplum', 'kural', 'canlılar', 'yasa', 'insan', 'karar', 'devlet', 'kurum', 'hükümet', 'tbmm', 'tüzük', 'hipotez', 'hakim', 'yasa teklifi', 'yasama erki', 'metin', 'meclis', 'hukukçular']",,['zihinsel'],
kap,['cisimlerin içinde bulunduğu cisim'],['yemek saklama'],,"['mağaza', 'fabrika', 'laboratuvar', 'mağazalardan', 'eczane', 'çiftlik', 'işyeri', 'taşımak veya saklamak için kullanılan kutu', 'mutfak', 'sağlık ocağı', 'dükkan', 'maket', 'ev', 'ofis', 'tuhafiye', 'restorant', 'lokanta', 'iş yeri', 'hastane', 'dolap']",,"['tabak', 'su', 'tencere', 'kase', 'deterjan', 'hayvan maması', 'çanta', 'bardak', 'bıçak', 'çatal', 'sürahi', 'meyve', 'yiyecek', 'poşet', 'çanak', 'çalılık', 'sepet', 'hava', 'kaşık', 'sebze', 'yemek', 'alet', 'sandık', 'kapak', 'dolap']",,"['su', 'süt', 'plastik', 'katı', 'vida', 'yoğurt', 'deterjan', 'boş', 'dondurma', 'eşya', 'dolma', 'meyve', 'yiyecek', 'gaz', 'madde', 'içecek', 'değerli eşya', 'çorba', 'sıvı', 'yemek', 'kaşık', 'sebze', 'sarma', 'alet', 'her türlü malzeme', 'kapak', 'gıda', 'yaka']",,"['meta', 'seramik', 'çinko', 'porselen', 'demir', 'plastik', 'tahta', 'yiyecek', 'sağ', 'titanium', 'çelik', 'cam', 'saklanacak madde', 'kumaş']",,"['malzeme', 'giyecek', 'mutfak gereçleri', 'eşya', 'kap', 'plastik', 'mutfak eşyası', 'banyo gereçleri', 'alet', 'araç', 'nesne', 'cansız', 'hayvan malzemeleri']",,['insan'],,['her renk'],,"['', 'yeşil', 'saydam', 'mor', 'değişken', 'hepsi', 'siyah', 'beyaz', 'sarı', 'mavi', 'herkes', 'şeffaf', 'pembe', 'her renk', 'kahverengi', 'kırmızı', 'gri', 'renkli']",,['yuvarlak'],,['cansız']
kapamak,"['erişilemez duruma getirmek', 'açık olan bir şeyi kapatmak', 'açık yerin üzerine getirmek', 'örtmek', 'bir şeyi', 'bir şeyin görünmesine engel olmak', 'denklik', 'bir açıklığı örtmek için bir şeyi', 'üstünü örtmek', 'bir şeyin çalışmasını durdurmak', 'açık olan bir şeyi örtmek', 'bir olayın konuşulmasını önlemek', 'kapaklı bir nesnenin kapağını üzerine yerleştirmek', 'bir açıklığı ortadan kaldırmak', 'gücün kesilmesi', 'bir şeyi açık durumdan kapalı duruma getirmek', 'bir iş yerinin artık hizmet vermemesi', 'açık konumu değiştirmek', 'bir açıklığı ortadan kaldırmak için', 'kapalı duruma getirmek', 'faaliyete son vermek', 'gücünü kesmek']",,"['el koyarak', 'pişirmek', 'üzerini örterek yapılır', 'ışık düğmesine basarak', 'basmak', 'itmek', 'tuşa basılarak', 'örterek', 'fişten çekilerek', 'kapak koymak', 'çalışmamak', 'iterek', 'hareket', 'güç', 'sert bir şekilde', 'sıkı', 'faaliyete son vermek', 'çevirmek', 'kepekler indirilir', 'kolu çevirerek', 'düğmeye basmak', 'bastırarak']",,"['kapamak', 'tasarruf', 'evi gitmek', 'saklamak', 'tozlanmasını önlemek', 'temizlik', 'zarar etmemek', 'düzen sağlamak', 'giriş çıkışı engellemek', 'üşümemek', 'güç tasarrufu için', 'rüzgar gelmemesi', 'kapatmak istenildiğinde', 'durdurmak', 'örtmek için', 'karanlık', 'daha fazla zarar etmemek için', 'açık tutmamak', 'bir şeylerin üzerinin örtülmesi istendiğinde yapılır', 'tazeliği korumak', 'gizlemek', 'hava kaçırmamak', 'korumak', 'ışığı söndürmek için', 'hava aydınlandığı için']",,"['açılınca', 'aydınlık', 'kanunsuzluk', 'hava soğuk', 'ısı', 'soğuk', 'açılmak', 'mesai bitince', 'üşümek', 'açık', 'açık kalmak', 'sıkılınca', 'iflas etmek', 'doldurmak', 'iş bittiğinde', 'yorulmak', 'güneş doğduğunda', 'ışıktan rahatsız olunca', 'açık olmak', 'bir şeyleri gizlemek istediğimizde yaparız', 'zarar edilmez']",,"['sıcak', 'üzeri kapanmış olur', 'dinlenmek', 'hazır', 'bağı kopartmak', 'işsiz kalmak', 'su kesilir', 'düzen', 'iletim kesilir', 'kapalı halk getirmek', 'gizlenir', 'kapanmak', 'ışık kapanmış olur', 'hava girmeme', 'güç kesilmiş olur', 'gizlenmek', 'karanlık', 'izole etmek', 'faaliyet son bulur', 'ısınmak', 'lamba söner', 'korumak', 'bayatlama engellenmiş', 'hizmet vermez']",,"['bilgisayar', 'tencere', 'işyeri', 'işletme', 'pencere', 'şişe', 'eşya', 'kapı', 'klima', 'televizyon', 'haraket', 'lamba', 'musluk', 'cam', 'telefon', 'yemek', 'araba', 'bilgisayarı', 'kapak']",,"['mühür', 'kumanda', 'kuvvet', 'şapka', 'kapakla', 'kol', 'eşya', 'ayak', 'kapı', 'elle', 'karar', 'kepenk', 'örtü', 'fiş ile', 'battaniye', 'el', 'ambalaj', 'buton', 'kapak']",,"['fırsat', 'anahtar', 'iş yeri', 'eşya', 'ışık', 'kapı', 'dükkana', 'kadın', 'televizyon']",,"['', 'plaza', 'işyeri', 'mutfak', 'ocakta', 'dükkan', 'bina', 'esnaf dükkanı', 'evde', 'ev', 'ofis', 'heryer', 'bakkal', 'süper maket', 'firma', 'banyo', 'avm', 'her yer', 'okul', 'oda', 'iş yeri', 'yol', 'araba', 'bahçe', 'oturma odası', 'toplu taşıma', 'iş yerinde']",,"['plaza', 'belediye', 'dükkan', 'canlı', 'ofis', 'cansız', 'insan', 'bakkal', 'süper maket', 'musluk', 'avm', 'aşçı', 'izleyici', 'kurul', 'ınsan', 'iş yeri', 'toprak', 'yol', 'metin', 'hayvan']",,['fiziksel'],
kapanmak,"['dış ortam ile iletişimi koparmak', 'kadınların baş örtü takması', 'açık iken kapalı duruma gelmek', 'başörtüsü takmak', 'örtünmek', 'dışarı çıkmamak', 'kendini kapatmak', 'kişini kendini örtmesi', 'faaliyete son vermek', 'kapalı halk gelmek', 'dışarı ile ilişkiyi kesmek', 'son vermek', 'örtmek', 'kapalı duruma gelmek', 'tesettüre girmek', 'bir şeyin çalışmasının durması', 'kendi kabuğuna çekilmek', 'karantinaya girmek']",,"['uzaklaşarak', 'saçlar örtülür', 'örtmek', 'tuşa basarak', 'basmak', 'örterek', 'bağlayarak', 'evden çıkmayarak', 'itilmek', 'hareket etmek', 'sessizce', 'kapı kapatmak', 'iletişimi keserek', 'vucutta ki açık alanlar kapatılarak', 'kafana eşarp bağlayarak', 'örtü ile', 'kilitlenerek', 'kepenk kapatarak', 'faaliyete son vermek', 'evde kalarak']",,"['allan için', 'örtünmek', 'kapanış saati geldiği için', 'iletişimsizlik', 'dini sebeplerden', 'hastalanarak için', 'evi gitmek', 'islam için', 'açılmamak', 'huzursuz', 'giriş çıkışı engellemek', 'kapanmak', 'korunmak', 'kırılmak', 'etkilenmek', 'karantina', 'mutsuz', 'örtmek için', 'ibadet', 'susmak', 'inanç', 'daha fazla zarar etmemek için', 'farz', 'yalnız kalmak istendiğinde yapılır', 'korumak']",,"['kötü olay', 'ibadet vakti', 'içinden gelindiğinde', 'açılmak', 'mesai bitince', 'şarj bitince', 'hareket etmek', 'zarar etmek', 'kararlılık', 'şarkı bitince', 'açık', 'etkilenmek', 'salgın hastalık olduğunda', 'dışarı çıkınca', 'ısınınca', 'vakit geçmek', 'ergenliğe girmek', 'üzüntü', 'inanç', 'tuşa basılınca', 'açık olmak', 'zarar edilmez', 'salgın', 'kalabalıktan sıkılınca yapılır']",,"['örtünmek', 'iletişim kesilir', 'sevap', 'evi gitmek', 'kapanmış olursun', 'hereketsiz kalmak', 'bulaşıcılık azalır', 'tarza takmak', 'gizlenir', 'kapanmak', 'kapalı halk gelmek', 'çalışmamak', 'durmak', 'mağaza boşalır', 'kendi içimize dönmüş oluruz', 'soğuma', 'gizlenmek', 'ibadet', 'özgürlük', 'depresyon', 'faaliyet son bulur', 'saçın gözükmez', 'hastalık yapmamak']",,"['pencere', 'bilgisayar', 'iş yeri', 'kapı', 'işyeri', 'insan']",,"['eş', 'şapka', 'türban', 'ayak', 'insan', 'karar', 'tuş', 'baş örtüsü', 'kepenk', 'örtü', 'battaniye', 'aile', 'el', 'kendisi', 'ınsan', 'personel', 'ambalaj', 'eşarp', 'buton', 'kapak']",,"['mağaza', 'sistem', 'kızına', 'ayak', 'ev', 'kadın', 'içine', 'mekan', 'insan', 'din']",,"['civar', 'iş yerinde', 'iş', 'çevre', 'işyeri', 'cami', 'cadde', 'bina', 'evde', 'ev', 'alışveriş merkezi', 'camii', 'heryer', 'firma', 'avm', 'dışarda', 'okul', 'oda', 'yol', 'araba', 'ıssız yerlere giderek', 'bahçe', 'toplu taşıma', 'heryerde']",,"['mağaza', 'bilgisayar', 'öğrenci', 'nesne', 'dükkan', 'şişe', 'eşya', 'kapı', 'insanlar', 'canlı', 'kadınlar kapanır', 'cansız', 'insan', 'lamba', 'öğretmen', 'kadın', 'ınsan', 'iş yeri', 'hava', 'alet', 'elektronik eşya']",,['fiziksel'],
kapğ,['odanın doğar ağlan parçası'],['oda ağma'],,"['ev', 'araba', 'oda']",,"['oda', 'koridor']",,"['kilit', 'kapıkolu']",,['tahta'],,['alet'],,['insan'],,,,"['siyah', 'beyaz']",,['dikdörtgen'],,['cansız']
kapı,"['herhangi bir yapının giriş', 'yapılarda girmeye ve çıkmaya yarayan bölme boşluğudur', 'girip çıkarken geçilen ve açılıp kapanma düzeni olan duvar ya ya bölme boşluğu', 'giripçıkmayı düzenleyen yapı', 'kapalı bir yapıya giriş için kullanılan açılıp kapanabilen bir nesne', 'çıkış bölümüne konulan koruyucu nesne', 'kapı', 'bir evi veya barınağa girişte bulunan tahta veya çelik açılır kapanır sistem', 'odanın dışarı açılan parçası', 'bir yere girip çıkarken arada bulunan kilitlenebilen yapı malzemesi', 'giriş çıkış yeri', 'odaların girişlerinde bulunan tahta yapı', 'bir yere girişte bulunan açılır kapanır cisim', 'dışarı ve içeriyi ayıran bölme', 'yapıda', 'açılıp kapanabilir levha ya ya bölme açıklığı', 'bir yere girip çıkarken geçilen ve açılıp kapanma düzeni olan duvar veya bölme açıklığı', 'geçişleri sağlayan yapı', 'sınırlar olan bir alana giriş çıkış için var olan yapı']","['alan sınırı oluşturma', 'açmak', 'bağımsız bölümleri ayırma', 'kapamak', 'odaya ses ısı girmesini engeller', 'güvenlik', 'kapalı tutma', 'geçiş sağlamak', 'odayı kapatmak', 'odaları', 'bir mekan ya ya taşıt  girip çıkarken', 'giriş çıkışların sağlanması', 'kullanıldıkları yerlerde güvenliği ya ya gizliliği sağlamak', 'gizlilik', 'koruma amaçlı kullanılır', 'kapalı yere girmek', 'giriş çıkış', 'kapatma', 'evi girmek için açılır', 'ayırmak', 'kapama', 'oda açma', 'odayı dış çevreden ayırmaya yarar', 'iki bölüm arasında geçişi düzenler', 'yapılara girip çıkmaya yarar', 'korumak', 'kapatmak', 'koruma']",,"['oda girişi', 'dükkan', 'bina', 'maket', 'iş yeri', 'oda', 'ev', 'ofis', 'belirli bölümleri ayıran açılır kapanır mekanizma', 'araç', 'araba', 'hastane', 'iş', 'işyeri', 'binalarda', 'ev giriş', 'okul']",,"['anahtar', 'çit', 'tokmak', 'vida', 'masa', 'menteşe', 'ayakkabı', 'kilit', 'duvar', 'kamera', 'mermer', 'zil', 'ev', 'kasa', 'kulp', 'kiriş', 'paspas', 'koridor', 'kapı kolu', 'anahtarlık', 'koltuk', 'cam', 'merdiven', 'oda', 'portmanto', 'çerçeve', 'alet', 'süpürge', 'delik']",,"['anahtar', 'plastik', 'tokmak', 'vida', 'çivi', 'çelik', 'menteşe', 'kilit', 'boş', 'duvar', 'kol', 'kontrplak', 'meta', 'tahta', 'kapıkolu', 'ahşap', 'kapı kolu', 'cam', 'zincir', 'çorba']",,"['meta', 'titanyum', 'tahta', 'demir', 'kauçuk', 'ahşap', 'plastik', 'ağaç', 'kilit mekanizması', 'karbon', 'çelik', 'odun', 'cam']",,"['malzeme', 'demirbaş', 'yapı', 'eşya', 'cisim', 'demir', 'ev', 'ahşap', 'alet', 'araç', 'nesne', 'güvenlik', 'cansız', 'bölme', 'kapak']",,"['ınsan', 'herkes', 'insanlar', 'güvenlikler', 'korumak', 'insan', 'mimar', 'hayvanlar', 'kapıcı']",,['her renk'],,"['', 'yeşil', 'değişken', 'krem', 'hepsi', 'siyah', 'beyaz', 'sarı', 'pembe', 'mavi', 'herkes', 'her renk', 'kırmızı', 'kahverengi', 'gri', 'renkli', 'tüm renkler']",,"['meta', 'dikdörtgen prizma', 'yuvarlak', 'tahta', 'dikdörtgen', 'kare', 'dikdortgen', 'büyük']",,"['ev', 'cansız']"
kar etmek,"['yarar', 'alman fiyatından üstünde satış yapmak', 'gelirin maliyetten fazla olması', 'kazanç elde etmek', 'bir malın veya hizmetin maliyet fiyatından daha pahalıya satılması', 'para kazanmak', 'harcadığından fazla kazanmak', 'yarar sağlamak', 'satın alınan fiyatın üzerine satmak', 'bir işten', 'başlangıca göre iyi durumda olmak', 'kazanç sağlamak', 'bir alışverişten para kazancı elde etmek', 'bir işlem sonrası kazanç sağlamak']",,"['kazanmak', 'para kazanarak', 'faiz', 'çalışarak', 'fazla', 'ticaret yaparak', 'kredi', 'alış fiyatının satış fiyatından düşük olması', 'tefeci', 'alınandan fazlasına satarak', 'az maliyet', 'fazla satış', 'satış yapmak', 'satış yaparak', 'banka', 'fazlasını kazanarak', 'pahalı satmak', 'ticaret', 'satış', 'zeka', 'alış', 'teknik analiz', 'iyi satış yaparak', 'alım satım yapılarak']",,"['daha fazla kazanç için', 'zenginlik', 'geçinmek', 'para kazanmak', 'kazanmak', 'paraya ihtiyaç duyduğumuz için yapılır', 'para kazanmak için', 'kazanç sağlamk için', 'kazanç sağlamak', 'işletmek', 'zengin olmak', 'kazanç sağlamak için', 'kazanç', 'kar etmek', 'paza kazanmak']",,"['maddiyat', 'satmak', 'para kazanmak', 'masraftan daha fazla kazanç sağlamak', 'yükselince', 'düşünce', 'paramız bitince yapılır', 'alış fiyatının satış fiyatından düşük olması', 'satın alınan fiyatın üzerine ekleme yaparak satıldığında', 'satış', 'ucuza alıp pahalıya satılınca', 'satış yapmak', 'fazla satış', 'para kazanma ihtiyacı olduğunda', 'kazancı fazla olmak', 'gelir', 'bir şeyler satınca']",,"['paran artar', 'zarara girmemek', 'sevinmek', 'mutlu oluruz', 'zengin', 'gelişmek', 'para kazanmak', 'kazanmak', 'kazanç sağlanır', 'para kazanılır', 'büyüme', 'pazara kazanırsın', 'kazanç sağlamak', 'mutluluk', 'zengin olmak', 'kazanç', 'kar etmek']",,"['fabrika', 'mal', 'maldan', 'yönetici', 'ürün', 'para', 'şirket', 'ana para']",,"['ürün', 'mal', 'finans uzmanlarıyla', 'finansal okuryazarlık', 'işçi', 'çalışan', 'ortak', 'ticaret', 'satış', 'satış yapmak', 'insan', 'makine', 'para', 'işci']",,"['müşteri', 'kendine', 'ürünlere', 'borsa', 'şirkete', 'maliyet', 'tüketicilere']",,"['plaza', 'iş yerinde', 'iş', 'işyeri', 'işletme', 'internette', 'işportada', 'alışveriş', 'maket', 'dükkan', 'ofis', 'pazar', 'süper maket', 'bakkal', 'firma', 'banka', 'dükkanda', 'avm', 'pazarda', 'ticarette', 'iş yeri', 'ticarethane', 'borsa', 'mağazada', 'şirket', 'internet']",,"['şirketler', 'canlılar', 'esnaf', 'işletme', 'patronu', 'iş adamı', 'insan', 'devlet', 'işadamı', 'tüccarlar', 'tüccar', 'iş sahibi', 'finansör', 'pazarlamacı', 'ınsan', 'ülke', 'şirket', 'satıcı', 'yatırımcı']",,,
karabiber,['baharat değidi'],['tam verme'],,"['doğa', 'maket', 'yemekhane', 'çorba', 'restaurants', 'güzel kokulu ve aromolameyvesi olan bir ağaç', 'kap', 'ev', 'baharatlık', 'restoran', 'toprak', 'yemek', 'kuruyemiş', 'poşet', 'manav', 'mutfak', 'aktar', 'salata']",,['pilav'],,"['bitki tozu', 'su', 'oksijen', 'biber', 'karabiber', 'yaprak', 'biber parçaları', 'acı', 'toz', 'siperin', 'çekirdek']",,"['su', 'biber', 'piperaceae familyasına ait bitkilerin meyveleri', 'yaprak', 'ağaç bitki', 'doğal', 'karabiber bitkisi tohumu', 'ağaç', 'bitki', 'karbon', 'karabiber bitkisi', 'tohum']",,"['biber', 'meyve', 'yiyecek', 'canlı', 'besin', 'bitki', 'baharat', 'gıda']",,['insan'],,"['siyah', 'yeşil']",,"['koyu yeşil', 'yeşil', 'siyah', 'koyu gri', 'herkes', 'her renk', 'kırmızı', 'kahverengi', 'gri']",,"['', 'şekilsiz', 'yuvarlak', 'küçük yuvarlak', 'toz', 'proteini', 'daire yaprakları olan uzun silindirik', 'daire']",,['cansız']
karanfil,['bitki ve baharat değidi'],['tam verme'],,"['yemekhane', 'saksı', 'çiçekçi', 'vazo', 'mutfak', 'aktar', 'doğa', 'balkon', 'maket', 'ev', 'kap', 'orman', 'baharatçı', 'restoran', 'fark', 'güzel kokulu bir çiçek', 'poşet', 'çiçekci', 'doğu afrika ve asya', 'lokanta', 'toprak', 'dal', 'yemek', 'bahçe']",,"['çay', 'çiçek', 'su', 'saksı', 'diğer aromalar', 'kolonya', 'tatlı', 'gül', 'vazo', 'masa', 'ot', 'ıslak mendil', 'menekşe', 'diğer bitkiler', 'papatya', 'kebap', 'bitki', 'toprak', 'çimen', 'telefon', 'çay kaşığı', 'yaprak', 'baharatlık', 'diğer çiçekler', 'ağaç', 'hayvan', 'değirmen']",,"['karanfil', 'su', 'hücre', 'dal', 'demir', 'tomurcuk', 'yaprak', 'koku', 'fenolik bileşikler', 'polen', 'tohum', 'magnezyum']",,"['çiçek', 'su', 'hücre', 'seluloz', 'toprak', 'yaprak', 'doğal', 'selüloz', 'karanfil ağacının çiçek tomurcukları', 'bitki', 'karbon', 'karanfil bitkisi', 'syzygium aromaticum ağacı', 'tohum']",,"['çiçek', 'çicek', 'canlı', 'bitki', 'baharat']",,['insan'],,['her renk'],,"['siyah', 'beyaz', 'mavi', 'pembe', 'herkes', 'sarı', 'kahverengi', 'kırmızı', 'siyahi']",,"['', 'ince uzun yaprak', 'şekilsiz', 'uzun', 'yuvarlak', 'silindir', 'küçük yuvarlak', 'dörtgen', 'proteini', 'düzgün olmayan çokgen', 'yapraklı']",,['canlı']
